year	Fer	Fer	Fer	Fer	Fer	Fer	Fer	Fer	Fer	Fer	TChl	TChl	TChl	TChl	TChl	TChl	TChl	TChl	TChl	TChl	
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	total	Arctic	N_Atl	N_Pac	Equ_N	Equ	Equ_S	SO_Atl	SO_Pac	SO_Ind	total	Arctic	N_Atl	N_Pac	Equ_N	Equ	Equ_S	SO_Atl	SO_Pac	SO_Ind	
1794	4.6045e-01	5.3426e-01	5.7180e-01	7.8672e-01	6.3867e-01	4.6740e-01	3.8218e-01	1.6714e-01	1.9983e-01	1.9110e-01	2.1708e+02	3.8765e+02	3.1140e+02	4.2420e+02	1.3334e+02	1.1600e+02	2.7530e+02	2.6508e+02	3.1031e+02	2.5602e+02	
1792	4.5978e-01	5.3442e-01	5.7297e-01	7.8782e-01	6.3920e-01	4.6671e-01	3.8007e-01	1.6713e-01	2.0007e-01	1.9136e-01	2.1607e+02	3.8564e+02	3.0850e+02	4.2711e+02	1.3342e+02	1.1584e+02	2.7131e+02	2.6485e+02	3.1125e+02	2.5778e+02	
1793	4.5984e-01	5.3437e-01	5.7252e-01	7.8761e-01	6.3922e-01	4.6674e-01	3.8019e-01	1.6734e-01	2.0011e-01	1.9122e-01	2.1773e+02	3.8669e+02	3.1017e+02	4.2626e+02	1.3409e+02	1.1594e+02	2.7651e+02	2.6525e+02	3.1083e+02	2.5674e+02	
1791	4.5966e-01	5.3446e-01	5.7320e-01	7.8760e-01	6.3965e-01	4.6644e-01	3.7969e-01	1.6727e-01	1.9997e-01	1.9131e-01	2.1602e+02	3.8137e+02	3.0555e+02	4.2950e+02	1.3393e+02	1.1557e+02	2.7156e+02	2.6514e+02	3.1042e+02	2.5803e+02	
1795	4.6023e-01	5.3411e-01	5.7067e-01	7.8502e-01	6.3920e-01	4.6694e-01	3.8212e-01	1.6737e-01	1.9944e-01	1.9104e-01	2.1747e+02	3.8990e+02	3.1380e+02	4.2265e+02	1.3388e+02	1.1603e+02	2.7589e+02	2.6510e+02	3.0939e+02	2.5570e+02	
1799	4.5929e-01	5.3401e-01	5.6619e-01	7.8381e-01	6.3915e-01	4.6615e-01	3.8060e-01	1.6690e-01	1.9856e-01	1.9080e-01	2.1842e+02	3.9849e+02	3.2566e+02	4.2126e+02	1.3422e+02	1.1612e+02	2.7755e+02	2.6495e+02	3.0858e+02	2.5442e+02	
1796	4.5986e-01	5.3414e-01	5.7005e-01	7.8351e-01	6.3846e-01	4.6697e-01	3.8152e-01	1.6732e-01	1.9906e-01	1.9113e-01	2.1819e+02	3.9160e+02	3.1845e+02	4.2197e+02	1.3311e+02	1.1612e+02	2.7826e+02	2.6515e+02	3.0925e+02	2.5585e+02	
1801	4.5812e-01	5.3402e-01	5.6331e-01	7.8340e-01	6.3894e-01	4.6608e-01	3.7724e-01	1.6663e-01	1.9829e-01	1.9072e-01	2.1797e+02	4.0133e+02	3.2976e+02	4.2187e+02	1.3462e+02	1.1649e+02	2.7478e+02	2.6434e+02	3.0829e+02	2.5390e+02	
1800	4.5910e-01	5.3402e-01	5.6519e-01	7.8302e-01	6.3869e-01	4.6620e-01	3.8035e-01	1.6674e-01	1.9844e-01	1.9079e-01	2.1687e+02	3.9993e+02	3.2822e+02	4.2132e+02	1.3395e+02	1.1632e+02	2.7215e+02	2.6465e+02	3.0847e+02	2.5435e+02	
1798	4.5936e-01	5.3401e-01	5.6746e-01	7.8392e-01	6.3886e-01	4.6635e-01	3.8063e-01	1.6691e-01	1.9869e-01	1.9097e-01	2.1723e+02	3.9585e+02	3.2186e+02	4.2284e+02	1.3366e+02	1.1620e+02	2.7454e+02	2.6465e+02	3.0873e+02	2.5487e+02	
